id,Provider.ID,Hospital.Name,Location,Measure.Response.OP_17,Measure.Response.SM_PART_NURSE,Measure.Response.OP_25,Measure.Response.SM_PART_STROKE,Measure.Response.SM_PART_CARD,Measure.Response.OP_12,Measure.Response.SM_PART_GEN_SURG,Measure.Response.ACS_REGISTRY,DRG.Definition,Provider.Name,Provider.Street.Address,Provider.City,Provider.State,Provider.Zip.Code,Hospital.Referral.Region.Description,Total.Discharges,Average.Covered.Charges,Average.Total.Payments,Average.Medicare.Payments
2487,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,18,"$35,287.66 ","$11,856.22 ","$9,744.55 "
2492,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,59,"$41,966.77 ","$12,858.33 ","$11,125.93 "
2494,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,17,"$55,870.47 ","$22,968.17 ","$19,868.94 "
2542,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE
ATLANTA, GA 30303
(33.751686637000034, -84.38308915799996)",Yes,Y,Yes,Y,Y,Yes,Y,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,11,"$130,109.27 ","$25,425.18 ","$24,501.90 "
2585,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,97,"$48,243.46 ","$10,925.85 ","$9,357.01 "
2587,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,63,"$39,384.46 ","$13,343.14 ","$12,185.69 "
2593,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,35,"$57,145.00 ","$14,952.82 ","$13,664.28 "
2627,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,45,"$132,877.28 ","$35,501.82 ","$33,874.82 "
2629,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,59,"$51,922.91 ","$16,847.83 ","$16,036.76 "
2639,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,52,"$41,141.05 ","$9,762.59 ","$8,252.13 "
2641,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,30,"$46,116.36 ","$11,529.93 ","$10,100.40 "
2643,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,23,"$55,696.00 ","$11,249.69 ","$10,370.73 "
2644,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,30,"$65,344.13 ","$17,267.33 ","$16,371.33 "
2648,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,104,"$59,853.18 ","$17,036.42 ","$16,106.50 "
2650,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,80,"$40,288.48 ","$14,332.51 ","$12,724.80 "
2651,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,46,"$26,880.28 ","$8,770.36 ","$7,841.50 "
2665,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.90823678100003, -84.35184213799994)",Yes,Y,No,Y,Y,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,17,"$31,427.00 ","$9,236.47 ","$8,444.94 "
2676,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,31,"$144,405.16 ","$37,438.83 ","$36,489.67 "
2683,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,97,"$80,493.57 ","$18,797.71 ","$16,341.93 "
2687,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,253 - OTHER VASCULAR PROCEDURES W CC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,39,"$63,331.43 ","$14,540.43 ","$12,368.10 "
2692,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,46,"$50,791.65 ","$9,984.23 ","$8,685.28 "
2699,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,49,"$42,394.32 ","$11,514.12 ","$10,058.04 "
2701,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,64,"$51,051.35 ","$14,471.87 ","$13,645.06 "
2706,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,358,"$54,755.27 ","$11,248.98 ","$9,614.14 "
2710,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,252 - OTHER VASCULAR PROCEDURES W MCC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,69,"$73,008.78 ","$18,614.20 ","$17,130.17 "
2726,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,40,"$82,765.95 ","$19,576.00 ","$17,182.60 "
2742,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,60,"$58,812.66 ","$14,709.28 ","$12,000.03 "
2746,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,111,"$65,874.23 ","$10,320.64 ","$8,925.43 "
2749,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,13,"$50,359.30 ","$10,224.07 ","$8,194.15 "
2756,110083,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA 30309
(33.808178389000034, -84.39365153199998)",No,Y,Yes,Y,Y,Yes,Y,Y,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,32,"$41,159.81 ","$8,865.50 ","$7,768.62 "
2776,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,24,"$30,090.16 ","$17,322.62 ","$14,340.33 "
2790,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,52,"$43,467.75 ","$12,413.11 ","$10,327.53 "
2791,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,36,"$42,304.19 ","$15,055.02 ","$13,785.83 "
2802,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,31,"$70,975.64 ","$31,577.03 ","$30,742.35 "
2808,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,15,"$34,421.26 ","$7,095.13 ","$5,965.13 "
2818,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,21,"$24,686.80 ","$13,388.80 ","$10,567.09 "
2823,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,27,"$60,730.07 ","$19,517.59 ","$17,738.22 "
2832,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,32,"$33,875.75 ","$12,574.34 ","$9,447.03 "
2834,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,34,"$59,315.55 ","$20,511.38 ","$19,628.26 "
2841,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,18,"$39,016.83 ","$11,430.77 ","$9,154.94 "
2852,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,19,"$40,369.94 ","$10,093.78 ","$9,086.00 "
2862,110087,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA 30045
(33.96447384900006, -84.01469902699995)",Yes,Y,Yes,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,49,"$44,284.46 ","$16,980.95 ","$13,213.32 "
2902,110089,COFFEE REGIONAL MEDICAL CENTER,"1101 OCILLA ROAD
DOUGLAS, GA 31533
(31.509645789000047, -82.86349945099994)",Yes,N,No,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,FL - Jacksonville,12,"$25,076.91 ","$6,233.00 ","$5,208.66 "
2923,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE
CONYERS, GA 30012
(33.681579491000036, -84.00298075299997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,GA - Atlanta,26,"$53,983.88 ","$19,630.26 ","$18,568.50 "
2930,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE
CONYERS, GA 30012
(33.681579491000036, -84.00298075299997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,GA - Atlanta,19,"$63,308.05 ","$15,974.31 ","$15,209.84 "
2940,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE
CONYERS, GA 30012
(33.681579491000036, -84.00298075299997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,GA - Atlanta,16,"$42,970.62 ","$17,039.31 ","$16,054.81 "
2968,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE
CONYERS, GA 30012
(33.681579491000036, -84.00298075299997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,GA - Atlanta,18,"$52,978.88 ","$10,630.44 ","$9,816.44 "
3005,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,14,"$26,961.50 ","$6,949.00 ","$5,828.42 "
3008,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,22,"$55,913.77 ","$17,912.95 ","$17,195.54 "
3014,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,19,"$68,686.89 ","$15,830.00 ","$15,295.42 "
3021,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,25,"$53,832.12 ","$11,609.48 ","$10,613.32 "
3033,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,23,"$63,388.17 ","$18,275.43 ","$14,933.60 "
3041,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,12,"$75,035.00 ","$18,303.58 ","$17,362.91 "
3048,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,33,"$46,398.51 ","$10,533.93 ","$9,855.63 "
3049,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,22,"$42,385.45 ","$12,070.90 ","$11,096.18 "
3059,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,18,"$130,231.50 ","$44,598.00 ","$35,941.83 "
3070,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,21,"$32,503.42 ","$10,069.52 ","$9,106.85 "
3073,110095,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA 31793
(31.45775049300005, -83.56148719099997)",No,N,No,N,Does not have a Cardiac Surgery Program,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,16,"$34,087.31 ","$9,599.75 ","$8,827.50 "
3146,110105,COLQUITT REGIONAL MEDICAL CENTER,"3131 THOMASVILLE HWY BOX 40
MOULTRIE, GA 31768
(31.13724853800005, -83.78298849599997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,FL - Tallahassee,12,"$38,811.08 ","$15,807.50 ","$14,866.83 "
